Mod:Item:MetaData, Localized Name
mysticalagriculture:watering_can:4, §cSupremium Watering Can
mysticalagriculture:soulium_dagger, §dSoulium Dagger
mysticalagriculture:xp_droplet, Experience Droplet
mysticalagriculture:chunk:0, Tier 1 Mob Chunk
mysticalagriculture:chunk:1, Tier 2 Mob Chunk
mysticalagriculture:chunk:2, Tier 3 Mob Chunk
mysticalagriculture:chunk:3, Tier 4 Mob Chunk
mysticalagriculture:chunk:4, Tier 5 Mob Chunk
mysticalagriculture:chunk:5, Experience Chunk
mysticalagriculture:chunk:6, Zombie Chunk
mysticalagriculture:chunk:7, Pig Chunk
mysticalagriculture:chunk:8, Chicken Chunk
mysticalagriculture:chunk:9, Cow Chunk
mysticalagriculture:chunk:10, Sheep Chunk
mysticalagriculture:chunk:11, Slime Chunk
mysticalagriculture:chunk:12, Skeleton Chunk
mysticalagriculture:chunk:13, Creeper Chunk
mysticalagriculture:chunk:14, Spider Chunk
mysticalagriculture:chunk:15, Rabbit Chunk
mysticalagriculture:chunk:16, Guardian Chunk
mysticalagriculture:chunk:17, Blaze Chunk
mysticalagriculture:chunk:18, Ghast Chunk
mysticalagriculture:chunk:19, Enderman Chunk
mysticalagriculture:chunk:20, Wither Skeleton Chunk
mysticalagriculture:chunk:21, Blizz Chunk
mysticalagriculture:chunk:22, Blitz Chunk
mysticalagriculture:chunk:23, Basalz Chunk
mysticalagriculture:stone_essence, Stone Essence
mysticalagriculture:dirt_essence, Dirt Essence
mysticalagriculture:nature_essence, Nature Essence
mysticalagriculture:wood_essence, Wood Essence
mysticalagriculture:water_essence, Water Essence
mysticalagriculture:ice_essence, Ice Essence
mysticalagriculture:fire_essence, Fire Essence
mysticalagriculture:dye_essence, Dye Essence
mysticalagriculture:nether_essence, Nether Essence
mysticalagriculture:coal_essence, Coal Essence
mysticalagriculture:iron_essence, Iron Essence
mysticalagriculture:nether_quartz_essence, Nether Quartz Essence
mysticalagriculture:glowstone_essence, Glowstone Essence
mysticalagriculture:redstone_essence, Redstone Essence
mysticalagriculture:obsidian_essence, Obsidian Essence
mysticalagriculture:gold_essence, Gold Essence
mysticalagriculture:lapis_lazuli_essence, Lapis Lazuli Essence
mysticalagriculture:end_essence, End Essence
mysticalagriculture:experience_essence, Experience Essence
mysticalagriculture:diamond_essence, Diamond Essence
mysticalagriculture:emerald_essence, Emerald Essence
mysticalagriculture:zombie_essence, Zombie Essence
mysticalagriculture:pig_essence, Pig Essence
mysticalagriculture:chicken_essence, Chicken Essence
mysticalagriculture:cow_essence, Cow Essence
mysticalagriculture:sheep_essence, Sheep Essence
mysticalagriculture:slime_essence, Slime Essence
mysticalagriculture:skeleton_essence, Skeleton Essence
mysticalagriculture:creeper_essence, Creeper Essence
mysticalagriculture:spider_essence, Spider Essence
mysticalagriculture:rabbit_essence, Rabbit Essence
mysticalagriculture:guardian_essence, Guardian Essence
mysticalagriculture:blaze_essence, Blaze Essence
mysticalagriculture:ghast_essence, Ghast Essence
mysticalagriculture:enderman_essence, Enderman Essence
mysticalagriculture:wither_skeleton_essence, Wither Skeleton Essence
mysticalagriculture:rubber_essence, Rubber Essence
mysticalagriculture:silicon_essence, Silicon Essence
mysticalagriculture:sulfur_essence, Sulfur Essence
mysticalagriculture:aluminum_essence, Aluminum Essence
mysticalagriculture:copper_essence, Copper Essence
mysticalagriculture:saltpeter_essence, Saltpeter Essence
mysticalagriculture:tin_essence, Tin Essence
mysticalagriculture:bronze_essence, Bronze Essence
mysticalagriculture:zinc_essence, Zinc Essence
mysticalagriculture:silver_essence, Silver Essence
mysticalagriculture:lead_essence, Lead Essence
mysticalagriculture:graphite_essence, Graphite Essence
mysticalagriculture:steel_essence, Steel Essence
mysticalagriculture:nickel_essence, Nickel Essence
mysticalagriculture:constantan_essence, Constantan Essence
mysticalagriculture:electrum_essence, Electrum Essence
mysticalagriculture:invar_essence, Invar Essence
mysticalagriculture:mithril_essence, Mithril Essence
mysticalagriculture:tungsten_essence, Tungsten Essence
mysticalagriculture:titanium_essence, Titanium Essence
mysticalagriculture:uranium_essence, Uranium Essence
mysticalagriculture:platinum_essence, Platinum Essence
mysticalagriculture:iridium_essence, Iridium Essence
mysticalagriculture:ruby_essence, Ruby Essence
mysticalagriculture:sapphire_essence, Sapphire Essence
mysticalagriculture:peridot_essence, Peridot Essence
mysticalagriculture:amber_essence, Amber Essence
mysticalagriculture:topaz_essence, Topaz Essence
mysticalagriculture:malachite_essence, Malachite Essence
mysticalagriculture:tanzanite_essence, Tanzanite Essence
mysticalagriculture:blizz_essence, Blizz Essence
mysticalagriculture:blitz_essence, Blitz Essence
mysticalagriculture:basalz_essence, Basalz Essence
mysticalagriculture:signalum_essence, Signalum Essence
mysticalagriculture:lumium_essence, Lumium Essence
mysticalagriculture:enderium_essence, Enderium Essence
mysticalagriculture:fluxed_electrum_essence, Fluxed Electrum Essence
mysticalagriculture:hop_graphite_essence, HOP Graphite Essence
mysticalagriculture:aluminum_brass_essence, Aluminum Brass Essence
mysticalagriculture:knightslime_essence, Knightslime Essence
mysticalagriculture:ardite_essence, Ardite Essence
mysticalagriculture:cobalt_essence, Cobalt Essence
mysticalagriculture:manyullyn_essence, Manyullyn Essence
mysticalagriculture:grains_of_infinity_essence, Grains of Infinity Essence
mysticalagriculture:electrical_steel_essence, Electrical Steel Essence
mysticalagriculture:redstone_alloy_essence, Redstone Alloy Essence
mysticalagriculture:conductive_iron_essence, Conductive Iron Essence
mysticalagriculture:soularium_essence, Soularium Essence
mysticalagriculture:dark_steel_essence, Dark Steel Essence
mysticalagriculture:pulsating_iron_essence, Pulsating Iron Essence
mysticalagriculture:energetic_alloy_essence, Energetic Alloy Essence
mysticalagriculture:vibrant_alloy_essence, Vibrant Alloy Essence
mysticalagriculture:end_steel_essence, End Steel Essence
mysticalagriculture:mystical_flower_essence, Mystical Flower Essence
mysticalagriculture:manasteel_essence, Manasteel Essence
mysticalagriculture:elementium_essence, Elementium Essence
mysticalagriculture:terrasteel_essence, Terrasteel Essence
mysticalagriculture:osmium_essence, Osmium Essence
mysticalagriculture:glowstone_ingot_essence, Glowstone Ingot Essence
mysticalagriculture:refined_obsidian_essence, Refined Obsidian Essence
mysticalagriculture:marble_essence, Marble Essence
mysticalagriculture:limestone_essence, Limestone Essence
mysticalagriculture:basalt_essence, Basalt Essence
mysticalagriculture:apatite_essence, Apatite Essence
mysticalagriculture:aquamarine_essence, Aquamarine Essence
mysticalagriculture:starmetal_essence, Starmetal Essence
mysticalagriculture:rock_crystal_essence, Rock Crystal Essence
mysticalagriculture:ender_amethyst_essence, Ender Amethyst Essence
mysticalagriculture:draconium_essence, Draconium Essence
mysticalagriculture:yellorium_essence, Yellorium Essence
mysticalagriculture:sky_stone_essence, Sky Stone Essence
mysticalagriculture:certus_quartz_essence, Certus Quartz Essence
mysticalagriculture:fluix_essence, Fluix Essence
mysticalagriculture:tier1_inferium_seeds, Inferium Seeds
mysticalagriculture:tier2_inferium_seeds, Inferium Seeds
mysticalagriculture:tier3_inferium_seeds, Inferium Seeds
mysticalagriculture:tier4_inferium_seeds, Inferium Seeds
mysticalagriculture:tier5_inferium_seeds, Inferium Seeds
mysticalagriculture:stone_seeds, Stone Seeds
mysticalagriculture:dirt_seeds, Dirt Seeds
mysticalagriculture:nature_seeds, Nature Seeds
mysticalagriculture:wood_seeds, Wood Seeds
mysticalagriculture:water_seeds, Water Seeds
mysticalagriculture:ice_seeds, Ice Seeds
mysticalagriculture:fire_seeds, Fire Seeds
mysticalagriculture:dye_seeds, Dye Seeds
mysticalagriculture:nether_seeds, Nether Seeds
mysticalagriculture:coal_seeds, Coal Seeds
mysticalagriculture:iron_seeds, Iron Seeds
mysticalagriculture:nether_quartz_seeds, Nether Quartz Seeds
mysticalagriculture:glowstone_seeds, Glowstone Seeds
mysticalagriculture:redstone_seeds, Redstone Seeds
mysticalagriculture:obsidian_seeds, Obsidian Seeds
mysticalagriculture:gold_seeds, Gold Seeds
mysticalagriculture:lapis_lazuli_seeds, Lapis Lazuli Seeds
mysticalagriculture:end_seeds, End Seeds
mysticalagriculture:experience_seeds, Experience Seeds
mysticalagriculture:diamond_seeds, Diamond Seeds
mysticalagriculture:emerald_seeds, Emerald Seeds
mysticalagriculture:zombie_seeds, Zombie Seeds
mysticalagriculture:pig_seeds, Pig Seeds
mysticalagriculture:chicken_seeds, Chicken Seeds
mysticalagriculture:cow_seeds, Cow Seeds
mysticalagriculture:sheep_seeds, Sheep Seeds
mysticalagriculture:slime_seeds, Slime Seeds
mysticalagriculture:skeleton_seeds, Skeleton Seeds
mysticalagriculture:creeper_seeds, Creeper Seeds
mysticalagriculture:spider_seeds, Spider Seeds
mysticalagriculture:rabbit_seeds, Rabbit Seeds
mysticalagriculture:guardian_seeds, Guardian Seeds
mysticalagriculture:blaze_seeds, Blaze Seeds
mysticalagriculture:ghast_seeds, Ghast Seeds
mysticalagriculture:enderman_seeds, Enderman Seeds
mysticalagriculture:wither_skeleton_seeds, Wither Skeleton Seeds
mysticalagriculture:rubber_seeds, Rubber Seeds
mysticalagriculture:silicon_seeds, Silicon Seeds
mysticalagriculture:sulfur_seeds, Sulfur Seeds
mysticalagriculture:aluminum_seeds, Aluminum Seeds
mysticalagriculture:copper_seeds, Copper Seeds
mysticalagriculture:saltpeter_seeds, Saltpeter Seeds
mysticalagriculture:tin_seeds, Tin Seeds
mysticalagriculture:bronze_seeds, Bronze Seeds
mysticalagriculture:zinc_seeds, Zinc Seeds
mysticalagriculture:silver_seeds, Silver Seeds
mysticalagriculture:lead_seeds, Lead Seeds
mysticalagriculture:graphite_seeds, Graphite Seeds
mysticalagriculture:steel_seeds, Steel Seeds
mysticalagriculture:nickel_seeds, Nickel Seeds
mysticalagriculture:constantan_seeds, Constantan Seeds
mysticalagriculture:electrum_seeds, Electrum Seeds
mysticalagriculture:invar_seeds, Invar Seeds
mysticalagriculture:mithril_seeds, Mithril Seeds
mysticalagriculture:tungsten_seeds, Tungsten Seeds
mysticalagriculture:titanium_seeds, Titanium Seeds
mysticalagriculture:uranium_seeds, Uranium Seeds
mysticalagriculture:platinum_seeds, Platinum Seeds
mysticalagriculture:iridium_seeds, Iridium Seeds
mysticalagriculture:ruby_seeds, Ruby Seeds
mysticalagriculture:sapphire_seeds, Sapphire Seeds
mysticalagriculture:peridot_seeds, Peridot Seeds
mysticalagriculture:amber_seeds, Amber Seeds
mysticalagriculture:topaz_seeds, Topaz Seeds
mysticalagriculture:malachite_seeds, Malachite Seeds
mysticalagriculture:tanzanite_seeds, Tanzanite Seeds
mysticalagriculture:blizz_seeds, Blizz Seeds
mysticalagriculture:blitz_seeds, Blitz Seeds
mysticalagriculture:basalz_seeds, Basalz Seeds
mysticalagriculture:signalum_seeds, Signalum Seeds
mysticalagriculture:lumium_seeds, Lumium Seeds
mysticalagriculture:enderium_seeds, Enderium Seeds
mysticalagriculture:fluxed_electrum_seeds, Fluxed Electrum Seeds
mysticalagriculture:hop_graphite_seeds, HOP Graphite Seeds
mysticalagriculture:aluminum_brass_seeds, Aluminum Brass Seeds
mysticalagriculture:knightslime_seeds, Knightslime Seeds
mysticalagriculture:ardite_seeds, Ardite Seeds
mysticalagriculture:cobalt_seeds, Cobalt Seeds
mysticalagriculture:manyullyn_seeds, Manyullyn Seeds
mysticalagriculture:grains_of_infinity_seeds, Grains of Infinity Seeds
mysticalagriculture:electrical_steel_seeds, Electrical Steel Seeds
mysticalagriculture:redstone_alloy_seeds, Redstone Alloy Seeds
mysticalagriculture:conductive_iron_seeds, Conductive Iron Seeds
mysticalagriculture:soularium_seeds, Soularium Seeds
mysticalagriculture:dark_steel_seeds, Dark Steel Seeds
mysticalagriculture:pulsating_iron_seeds, Pulsating Iron Seeds
mysticalagriculture:energetic_alloy_seeds, Energetic Alloy Seeds
mysticalagriculture:vibrant_alloy_seeds, Vibrant Alloy Seeds
mysticalagriculture:end_steel_seeds, End Steel Seeds
mysticalagriculture:mystical_flower_seeds, Mystical Flower Seeds
mysticalagriculture:manasteel_seeds, Manasteel Seeds
mysticalagriculture:elementium_seeds, Elementium Seeds
mysticalagriculture:terrasteel_seeds, Terrasteel Seeds
mysticalagriculture:osmium_seeds, Osmium Seeds
mysticalagriculture:glowstone_ingot_seeds, Glowstone Ingot Seeds
mysticalagriculture:refined_obsidian_seeds, Refined Obsidian Seeds
mysticalagriculture:marble_seeds, Marble Seeds
mysticalagriculture:limestone_seeds, Limestone Seeds
mysticalagriculture:basalt_seeds, Basalt Seeds
mysticalagriculture:apatite_seeds, Apatite Seeds
mysticalagriculture:aquamarine_seeds, Aquamarine Seeds
mysticalagriculture:starmetal_seeds, Starmetal Seeds
mysticalagriculture:rock_crystal_seeds, Rock Crystal Seeds
mysticalagriculture:ender_amethyst_seeds, Ender Amethyst Seeds
mysticalagriculture:draconium_seeds, Draconium Seeds
mysticalagriculture:yellorium_seeds, Yellorium Seeds
mysticalagriculture:sky_stone_seeds, Sky Stone Seeds
mysticalagriculture:certus_quartz_seeds, Certus Quartz Seeds
mysticalagriculture:fluix_seeds, Fluix Seeds
mysticalagriculture:gear:0, §eInferium Tool Core
mysticalagriculture:gear:1, §aPrudentium Tool Core
mysticalagriculture:gear:2, §6Intermedium Tool Core
mysticalagriculture:gear:3, §bSuperium Tool Core
mysticalagriculture:gear:4, §cSupremium Tool Core
mysticalagriculture:gear:5, §eInferium Armor Core
mysticalagriculture:gear:6, §aPrudentium Armor Core
mysticalagriculture:gear:7, §6Intermedium Armor Core
mysticalagriculture:gear:8, §bSuperium Armor Core
mysticalagriculture:gear:9, §cSupremium Armor Core
mysticalagriculture:gear:15, §eInferium Arrow Head
mysticalagriculture:gear:16, §aPrudentium Arrow Head
mysticalagriculture:gear:17, §6Intermedium Arrow Head
mysticalagriculture:gear:18, §bSuperium Arrow Head
mysticalagriculture:gear:19, §cSupremium Arrow Head
mysticalagriculture:charm:0, Blank Charm
mysticalagriculture:charm:1, Charm: Night Vision
mysticalagriculture:charm:2, Charm: Absorption
mysticalagriculture:charm:3, Charm: Wither Resistance
mysticalagriculture:charm:4, Charm: Antivenom
mysticalagriculture:charm:5, Charm: Fire Resistance
mysticalagriculture:charm:6, Charm: Resistance
mysticalagriculture:charm:7, Charm: Strength
mysticalagriculture:charm:8, Charm: Strength 2
mysticalagriculture:charm:9, Charm: Speed
mysticalagriculture:charm:10, Charm: Jump Boost
mysticalagriculture:charm:11, Charm: Miner's Vision
mysticalagriculture:charm:12, Charm: Rainbow
mysticalagriculture:charm:13, Charm: Quick Draw
mysticalagriculture:charm:14, Charm: Triple Shot
mysticalagriculture:charm:15, Charm: Mining AOE
mysticalagriculture:charm:16, Charm: Attack AOE
mysticalagriculture:charm:17, Charm: Tilling AOE
mysticalagriculture:charm:18, Charm: Shearing AOE
mysticalagriculture:charm:19, Charm: Reaping AOE
mysticalagriculture:charm:20, Charm: Scything AOE
mysticalagriculture:inferium_arrow, §eInferium Arrow
mysticalagriculture:prudentium_arrow, §aPrudentium Arrow
mysticalagriculture:intermedium_arrow, §6Intermedium Arrow
mysticalagriculture:superium_arrow, §bSuperium Arrow
mysticalagriculture:supremium_arrow, §cSupremium Arrow
mysticalagriculture:inferium_sword, §eInferium Sword
mysticalagriculture:inferium_pickaxe, §eInferium Pickaxe
mysticalagriculture:inferium_shovel, §eInferium Shovel
mysticalagriculture:inferium_axe, §eInferium Axe
mysticalagriculture:inferium_hoe, §eInferium Hoe
mysticalagriculture:inferium_shears, §eInferium Shears
mysticalagriculture:inferium_bow, §eInferium Bow
mysticalagriculture:inferium_sickle, §eInferium Sickle
mysticalagriculture:inferium_scythe, §eInferium Scythe
mysticalagriculture:inferium_fishing_rod, §eInferium Fishing Rod
mysticalagriculture:prudentium_sword, §aPrudentium Sword
mysticalagriculture:prudentium_pickaxe, §aPrudentium Pickaxe
mysticalagriculture:prudentium_shovel, §aPrudentium Shovel
mysticalagriculture:prudentium_axe, §aPrudentium Axe
mysticalagriculture:prudentium_hoe, §aPrudentium Hoe
mysticalagriculture:prudentium_shears, §aPrudentium Shears
mysticalagriculture:prudentium_bow, §aPrudentium Bow
mysticalagriculture:prudentium_sickle, §aPrudentium Sickle
mysticalagriculture:prudentium_scythe, §aPrudentium Scythe
mysticalagriculture:prudentium_fishing_rod, §aPrudentium Fishing Rod
mysticalagriculture:intermedium_sword, §6Intermedium Sword
mysticalagriculture:intermedium_pickaxe, §6Intermedium Pickaxe
mysticalagriculture:intermedium_shovel, §6Intermedium Shovel
mysticalagriculture:intermedium_axe, §6Intermedium Axe
mysticalagriculture:intermedium_hoe, §6Intermedium Hoe
mysticalagriculture:intermedium_shears, §6Intermedium Shears
mysticalagriculture:intermedium_bow, §6Intermedium Bow
mysticalagriculture:intermedium_sickle, §6Intermedium Sickle
mysticalagriculture:intermedium_scythe, §6Intermedium Scythe
mysticalagriculture:intermedium_fishing_rod, §6Intermedium Fishing Rod
mysticalagriculture:superium_sword, §bSuperium Sword
mysticalagriculture:superium_pickaxe, §bSuperium Pickaxe
mysticalagriculture:superium_shovel, §bSuperium Shovel
mysticalagriculture:superium_axe, §bSuperium Axe
mysticalagriculture:superium_hoe, §bSuperium Hoe
mysticalagriculture:superium_shears, §bSuperium Shears
mysticalagriculture:superium_bow, §bSuperium Bow
mysticalagriculture:superium_sickle, §bSuperium Sickle
mysticalagriculture:superium_scythe, §bSuperium Scythe
mysticalagriculture:superium_fishing_rod, §bSuperium Fishing Rod
mysticalagriculture:supremium_sword, §cSupremium Sword
mysticalagriculture:supremium_pickaxe, §cSupremium Pickaxe
mysticalagriculture:supremium_shovel, §cSupremium Shovel
mysticalagriculture:supremium_axe, §cSupremium Axe
mysticalagriculture:supremium_hoe, §cSupremium Hoe
mysticalagriculture:supremium_shears, §cSupremium Shears
mysticalagriculture:supremium_bow, §cSupremium Bow
mysticalagriculture:supremium_sickle, §cSupremium Sickle
mysticalagriculture:supremium_scythe, §cSupremium Scythe
mysticalagriculture:supremium_fishing_rod, §cSupremium Fishing Rod
mysticalagriculture:inferium_helmet, §eInferium Helmet
mysticalagriculture:inferium_chestplate, §eInferium Chestplate
mysticalagriculture:inferium_leggings, §eInferium Leggings
mysticalagriculture:inferium_boots, §eInferium Boots
mysticalagriculture:prudentium_helmet, §aPrudentium Helmet
mysticalagriculture:prudentium_chestplate, §aPrudentium Chestplate
mysticalagriculture:prudentium_leggings, §aPrudentium Leggings
mysticalagriculture:prudentium_boots, §aPrudentium Boots
mysticalagriculture:intermedium_helmet, §6Intermedium Helmet
mysticalagriculture:intermedium_chestplate, §6Intermedium Chestplate
mysticalagriculture:intermedium_leggings, §6Intermedium Leggings
mysticalagriculture:intermedium_boots, §6Intermedium Boots
mysticalagriculture:superium_helmet, §bSuperium Helmet
mysticalagriculture:superium_chestplate, §bSuperium Chestplate
mysticalagriculture:superium_leggings, §bSuperium Leggings
mysticalagriculture:superium_boots, §bSuperium Boots
mysticalagriculture:supremium_helmet, §cSupremium Helmet
mysticalagriculture:supremium_chestplate, §cSupremium Chestplate
mysticalagriculture:supremium_leggings, §cSupremium Leggings
mysticalagriculture:supremium_boots, §cSupremium Boots
mysticalagradditions:storage:0, §5Block of Insanium Essence
mysticalagradditions:storage:1, §5Block of Insanium
mysticalagradditions:storage:2, §5Block of Insanium Coal
mysticalagradditions:special:0, Nether Star Crux
mysticalagradditions:special:1, Dragon Egg Crux
mysticalagradditions:special:4, Awakened Draconium Crux
mysticalagradditions:special:5, Neutronium Crux
mysticalagradditions:tinkering_table, Tinkering Table
mysticalagradditions:tier6_inferium_crop, Tier 6 Inferium Crop
mysticalagradditions:nether_star_crop, Nether Star Crop
mysticalagradditions:dragon_egg_crop, Dragon Egg Crop
mysticalagradditions:awakened_draconium_crop, Awakened Draconium Crop
mysticalagradditions:neutronium_crop, Neutronium Crop
mysticalagradditions:insanium:0, §5Insanium Essence
mysticalagradditions:insanium:1, Tier 6 Crafting Seed
mysticalagradditions:insanium:2, §5Insanium Ingot
mysticalagradditions:insanium:3, §5Insanium Nugget
mysticalagradditions:insanium:4, Tier 6 Mob Chunk
mysticalagradditions:insanium:5, §5Insanium Coal
mysticalagradditions:stuff:0, Nether Star Shard
mysticalagradditions:stuff:1, Withering Soul
mysticalagradditions:stuff:2, Dragon Egg Chunk
mysticalagradditions:stuff:3, Dragon Scale
mysticalagradditions:stuff:69, Creative Essence
mysticalagradditions:nether_star_essence, Nether Star Essence
mysticalagradditions:dragon_egg_essence, Dragon Egg Essence
mysticalagradditions:awakened_draconium_essence, Awakened Draconium Essence
mysticalagradditions:neutronium_essence, Neutronium Essence
mysticalagradditions:tier6_inferium_seeds, Inferium Seeds
mysticalagradditions:nether_star_seeds, Nether Star Seeds
mysticalagradditions:dragon_egg_seeds, Dragon Egg Seeds
mysticalagradditions:awakened_draconium_seeds, Awakened Draconium Seeds
mysticalagradditions:neutronium_seeds, Neutronium Seeds
mysticalagradditions:charm:0, Charm: Mining AOE
mysticalagradditions:inferium_paxel, §eInferium Paxel
mysticalagradditions:prudentium_paxel, §aPrudentium Paxel
mysticalagradditions:intermedium_paxel, §6Intermedium Paxel
mysticalagradditions:superium_paxel, §bSuperium Paxel
mysticalagradditions:supremium_paxel, §cSupremium Paxel
immersiveengineering:ore:0, Copper Ore
immersiveengineering:ore:1, Bauxite Ore
immersiveengineering:ore:2, Lead Ore
immersiveengineering:ore:3, Silver Ore
immersiveengineering:ore:4, Nickel Ore
immersiveengineering:ore:5, Uranium Ore
immersiveengineering:storage:0, Block of Copper
immersiveengineering:storage:1, Block of Aluminium
immersiveengineering:storage:2, Block of Lead
immersiveengineering:storage:3, Block of Silver
immersiveengineering:storage:4, Block of Nickel
immersiveengineering:storage:5, Block of Uranium
immersiveengineering:storage:6, Block of Constantan
immersiveengineering:storage:7, Block of Electrum
immersiveengineering:storage:8, Block of Steel
immersiveengineering:storage_slab:0, Copper Slab
immersiveengineering:storage_slab:1, Aluminium Slab
immersiveengineering:storage_slab:2, Lead Slab
immersiveengineering:storage_slab:3, Silver Slab
immersiveengineering:storage_slab:4, Nickel Slab
immersiveengineering:storage_slab:5, Uranium Slab
immersiveengineering:storage_slab:6, Constantan Slab
immersiveengineering:storage_slab:7, Electrum Slab
immersiveengineering:storage_slab:8, Steel Slab
immersiveengineering:stone_decoration:0, Coke Brick
immersiveengineering:stone_decoration:1, Blast Brick
immersiveengineering:stone_decoration:2, Reinforced Blast Brick
immersiveengineering:stone_decoration:3, Block of Coal Coke
immersiveengineering:stone_decoration:4, Hempcrete
immersiveengineering:stone_decoration:5, Concrete
immersiveengineering:stone_decoration:6, Concrete Tile
immersiveengineering:stone_decoration:7, Leaded Concrete
immersiveengineering:stone_decoration:8, Insulating Glass
immersiveengineering:stone_decoration:10, Kiln Brick
immersiveengineering:stone_decoration_slab:0, Coke Brick Slab
immersiveengineering:stone_decoration_slab:1, Blast Brick Slab
immersiveengineering:stone_decoration_slab:2, Reinforced Blast Brick Slab
immersiveengineering:stone_decoration_slab:4, Hempcrete Slab
immersiveengineering:stone_decoration_slab:5, Concrete Slab
immersiveengineering:stone_decoration_slab:6, Concrete Tile Slab
immersiveengineering:stone_decoration_slab:7, Leaded Concrete Slab
immersiveengineering:stone_decoration_slab:10, Kiln Brick Slab
immersiveengineering:stone_decoration_stairs_hempcrete, Hempcrete Stairs
immersiveengineering:stone_decoration_stairs_concrete, Concrete Stairs
immersiveengineering:stone_decoration_stairs_concrete_tile, Concrete Tile Stairs
immersiveengineering:stone_decoration_stairs_concrete_leaded, Leaded Concrete Stairs
immersiveengineering:stone_device:3, Concrete Sheet
immersiveengineering:stone_device:4, Concrete Panel
immersiveengineering:stone_device:5, Concrete Chunk
immersiveengineering:treated_wood:0, Treated Wood Planks
immersiveengineering:treated_wood:1, Treated Wood Planks
immersiveengineering:treated_wood:2, Treated Wood Planks
immersiveengineering:treated_wood_slab:0, Treated Wood Slab
immersiveengineering:treated_wood_slab:1, Treated Wood Slab
immersiveengineering:treated_wood_slab:2, Treated Wood Slab
immersiveengineering:treated_wood_stairs0, Treated Wood Stairs
immersiveengineering:treated_wood_stairs1, Treated Wood Stairs
immersiveengineering:treated_wood_stairs2, Treated Wood Stairs
immersiveengineering:wooden_decoration:0, Treated Wood Fence
immersiveengineering:wooden_decoration:1, Treated Wood Scaffolding
immersiveengineering:wooden_device0:0, Wooden Storage Crate
immersiveengineering:wooden_device0:1, Wooden Barrel
immersiveengineering:wooden_device0:2, Engineer's Workbench
immersiveengineering:wooden_device0:3, Item Router
immersiveengineering:wooden_device0:4, Gunpowder Barrel
immersiveengineering:wooden_device0:5, Reinforced Storage Crate
immersiveengineering:wooden_device0:6, Turntable
immersiveengineering:wooden_device0:7, Fluid Router
immersiveengineering:wooden_device1:0, Water Wheel
immersiveengineering:wooden_device1:1, Windmill
immersiveengineering:wooden_device1:3, Wooden Post
immersiveengineering:wooden_device1:4, Wooden Wallmount
immersiveengineering:hemp, Industrial Hemp
immersiveengineering:cloth_device:0, Jump Cushion
immersiveengineering:cloth_device:1, Balloon
immersiveengineering:cloth_device:2, Strip Curtain
immersiveengineering:fake_light, tile.immersiveengineering.fake_light.name
immersiveengineering:sheetmetal:0, Copper Sheetmetal
immersiveengineering:sheetmetal:1, Aluminium Sheetmetal
immersiveengineering:sheetmetal:2, Lead Sheetmetal
immersiveengineering:sheetmetal:3, Silver Sheetmetal
immersiveengineering:sheetmetal:4, Nickel Sheetmetal
immersiveengineering:sheetmetal:5, Uranium Sheetmetal
immersiveengineering:sheetmetal:6, Constantan Sheetmetal
immersiveengineering:sheetmetal:7, Electrum Sheetmetal
immersiveengineering:sheetmetal:8, Steel Sheetmetal
immersiveengineering:sheetmetal:9, Iron Sheetmetal
immersiveengineering:sheetmetal:10, Gold Sheetmetal
immersiveengineering:sheetmetal_slab:0, Copper Sheetmetal Slab
immersiveengineering:sheetmetal_slab:1, Aluminium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:2, Lead Sheetmetal Slab
immersiveengineering:sheetmetal_slab:3, Silver Sheetmetal Slab
immersiveengineering:sheetmetal_slab:4, Nickel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:5, Uranium Sheetmetal Slab
immersiveengineering:sheetmetal_slab:6, Constantan Sheetmetal Slab
immersiveengineering:sheetmetal_slab:7, Electrum Sheetmetal Slab
immersiveengineering:sheetmetal_slab:8, Steel Sheetmetal Slab
immersiveengineering:sheetmetal_slab:9, Iron Sheetmetal Slab
immersiveengineering:sheetmetal_slab:10, Gold Sheetmetal Slab
immersiveengineering:metal_decoration0:0, Copper Coil Block
immersiveengineering:metal_decoration0:1, Electrum Coil Block
immersiveengineering:metal_decoration0:2, High-Voltage Coil Block
immersiveengineering:metal_decoration0:3, Redstone Engineering Block
immersiveengineering:metal_decoration0:4, Light Engineering Block
immersiveengineering:metal_decoration0:5, Heavy Engineering Block
immersiveengineering:metal_decoration0:6, Generator Block
immersiveengineering:metal_decoration0:7, Radiator Block
immersiveengineering:metal_decoration1:0, Steel Fence
immersiveengineering:metal_decoration1:1, Steel Scaffolding
immersiveengineering:metal_decoration1:2, Steel Scaffolding
immersiveengineering:metal_decoration1:3, Steel Scaffolding
immersiveengineering:metal_decoration1:4, Aluminium Fence
immersiveengineering:metal_decoration1:5, Aluminium Scaffolding
immersiveengineering:metal_decoration1:6, Aluminium Scaffolding
immersiveengineering:metal_decoration1:7, Aluminium Scaffolding
immersiveengineering:metal_decoration2:0, Steel Post
immersiveengineering:metal_decoration2:1, Steel Wallmount
immersiveengineering:metal_decoration2:2, Aluminium Post
immersiveengineering:metal_decoration2:3, Aluminium Wallmount
immersiveengineering:metal_decoration2:4, Lantern
immersiveengineering:metal_decoration2:5, Razor Wire
immersiveengineering:metal_decoration2:7, Steel Structural Arm
